Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column9,Column10,Column11,Column12,Column13,Column15,Column16,Column17,Column18
REF. 87010520-DOTTA-H-LH ,hombre,camisas,5,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  viscosa,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87030519-LEAF1-H-LH ,hombre,camisas,5,XS-S-M-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  viscosa,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87010521-LEAF2-H-LH ,hombre,camisas,5,XS-S-L-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  viscosa,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87020523-JAZZ-LH ,hombre,camisas,8,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87020523-JAZZ-LH ,hombre,camisas,8,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c centrifugado corto-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87090550-BEKER-LH ,hombre,camisas,7,XS-S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87080559-FLOWER-H-LH ,hombre,camisas,6,XS-XL-,NULL,temporada,29-99 €,NULL,NULL,NULL,Composición: 100%  viscosa,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87230555-CHELSEA6-LH ,hombre,camisetas,6,S-M-L-XL-,NULL,temporada,9-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87017667-CHANCE-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87017668-RECYCLE-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87097148-LEAD-I-LH ,hombre,camisetas,9,S-M-L-XL-XXL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,#¿NOMBRE?,MANGO
REF. 87097148-LEAD-I-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,#¿NOMBRE?,MANGO
REF. 87047149-COPPER-I-LH ,hombre,camisetas,9,S-M-L-XL-XXL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87047149-COPPER-I-LH ,hombre,camisetas,9,S-M-L-XL-XXL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
              ,hombre,camisetas,0,,NULL,temporada, ,NULL,NULL,NULL,NULL,,,,
REF. 87040539-CHERLO-LH ,hombre,camisetas,8,XS-S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040539-CHERLO-LH ,hombre,camisetas,8,XS-S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040539-CHERLO-LH ,hombre,camisetas,5,XS-S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040539-CHERLO-LH ,hombre,camisetas,5,XS-S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040539-CHERLO-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040539-CHERLO-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040539-CHERLO-LH ,hombre,camisetas,7,XS-S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040539-CHERLO-LH ,hombre,camisetas,7,XS-S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040539-CHERLO-LH ,hombre,camisetas,6,XS-M-L-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040539-CHERLO-LH ,hombre,camisetas,6,XS-M-L-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040539-CHERLO-LH ,hombre,camisetas,8,S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040539-CHERLO-LH ,hombre,camisetas,8,S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87060538-CHELSEA-LH ,hombre,camisetas,5,XS-S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87060538-CHELSEA-LH ,hombre,camisetas,6,XS-S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87060538-CHELSEA-LH ,hombre,camisetas,7,XS-S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87060538-CHELSEA-LH ,hombre,camisetas,7,XS-S-M-L-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87060538-CHELSEA-LH ,hombre,camisetas,6,S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040544-MAURICIO-LH ,hombre,camisetas,6,S-M-L-XXL-,NULL,temporada,12-99 €,NULL,NULL,NULL,Composición: 63%  viscosa-34%  poliéster-3%  elastano,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87040544-MAURICIO-LH ,hombre,camisetas,7,S-M-L-,NULL,temporada,12-99 €,NULL,NULL,NULL,Composición: 63%  viscosa-34%  poliéster-3%  elastano,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87020542-LUTON-LH ,hombre,camisetas,9,S-M-L-XL-XXL-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87020542-LUTON-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87020542-LUTON-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87030541-JAVI-LH ,hombre,camisetas,9,S-M-L-XL-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87030541-JAVI-LH ,hombre,camisetas,6,S-M-L-XL-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87030541-JAVI-LH ,hombre,camisetas,8,S-M-L-XL-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87040547-MUNICH-LH ,hombre,camisetas,9,S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87020543-CHELSEAP-LH ,hombre,camisetas,5,XS-S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87020543-CHELSEAP-LH ,hombre,camisetas,5,XS-S-M-L-XL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87020543-CHELSEAP-LH ,hombre,camisetas,5,XS-S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87030540-CHERLOP-LH ,hombre,camisetas,5,XS-S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87030540-CHERLOP-LH ,hombre,camisetas,7,XS-S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87030540-CHERLOP-LH ,hombre,camisetas,6,XS-S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87071505-LISBOA-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87031506-GUARDA-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87001521-ELVAS-H-LH ,hombre,camisetas,6,S-M-L-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87011508-OPORTO-LH ,hombre,camisetas,6,S-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87011509-VISEU-LH ,hombre,camisetas,7,S-L-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87001510-LOGOHE-H-LH ,hombre,camisetas,5,S-M-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87001510-LOGOHE-H-LH ,hombre,camisetas,5,S-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87001510-LOGOHE-H-LH ,hombre,camisetas,7,S-M-L-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87001510-LOGOHE-H-LH ,hombre,camisetas,6,S-M-L-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87001512-LOGOPOK-H-LH ,hombre,camisetas,7,S-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87001512-LOGOPOK-H-LH ,hombre,camisetas,5,S-M-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87001512-LOGOPOK-H-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87001514-BEJAC-H-LH ,hombre,camisetas,6,M-L-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87001515-BUEY-H-LH ,hombre,camisetas,5,S-M-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87001516-LEIRIA-H-LH ,hombre,camisetas,6,S-XL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87001518-MIRANDA-H-LH ,hombre,camisetas,6,M-L-XL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87001519-FARO-H-LH ,hombre,camisetas,5,XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87001520-VACA-H-LH ,hombre,camisetas,7,M-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87130555-CHELSEA-LH ,hombre,camisetas,6,S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87160538-CHELSEA-LH ,hombre,camisetas,8,S-M-L-XL-XXL-,NULL,temporada,9-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87115940-GARETH-LH ,hombre,camisetas,6,M-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87092508-STRECH-LH ,hombre,camisetas,6,S-M-L-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87092508-STRECH-LH ,hombre,camisetas,6,S-M-L-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87092508-STRECH-LH ,hombre,camisetas,6,S-M-L-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87002007-RIBY-LH ,hombre,camisetas,8,S-M-L-XL-XXL-,NULL,temporada,25-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87074055-GARETH-LH ,hombre,camisetas,8,S-M-L-XL-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87074055-GARETH-LH ,hombre,camisetas,9,S-M-L-XL-XXL-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87074055-GARETH-LH ,hombre,camisetas,8,S-M-L-XL-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87074055-GARETH-LH ,hombre,camisetas,7,S-M-L-XL-,NULL,temporada,12-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87064008-MIAMI-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87064008-MIAMI-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87084010-WASHING-LH ,hombre,camisetas,5,S-M-L-XL-XXL-,NULL,temporada,25-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87084010-WASHING-LH ,hombre,camisetas,8,S-M-L-XL-XXL-,NULL,temporada,25-99 €,NULL,NULL,NULL,Composición: 100%  algodón,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO,
REF. 87054005-BELLOW-LH ,hombre,camisetas,5,S-M-L-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87054005-BELLOW-LH ,hombre,camisetas,8,M-L-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87054005-BELLOW-LH ,hombre,camisetas,5,S-M-L-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87054005-BELLOW-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87084011-ROBERT-LH ,hombre,camisetas,8,S-M-L-XL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87084011-ROBERT-LH ,hombre,camisetas,9,S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 40°c-No usar lejia-Plancha max 110°c-Limpiar en seco percloroetileno-No se puede usar secadora,MANGO
REF. 87034029-ANOUK-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87034029-ANOUK-LH ,hombre,camisetas,8,S-M-L-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87034029-ANOUK-LH ,hombre,camisetas,6,S-M-L-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87034029-ANOUK-LH ,hombre,camisetas,6,S-M-L-XL-XXL-,NULL,temporada,15-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87034030-OLAFUR-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87034383-NINO-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87024031-TED-LH ,hombre,camisetas,7,S-M-L-XL-XXL-,NULL,temporada,19-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87025911-HERRERA-I-LH ,hombre,sudaderas,9,S-M-L-XL-XXL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87035909-TECHNOH-I-LH ,hombre,sudaderas,8,S-M-L-XL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87084379-BEN-LH ,hombre,sudaderas,8,S-M-L-XL-XXL-,NULL,temporada,39-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87030546-BADY-LH ,hombre,sudaderas,6,XS-S-M-L-XL-XXL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87055714-ADOLFO-I-LH ,hombre,cardigans,8,S-M-L-XL-XXL-,NULL,temporada,29-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a mano max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
REF. 87067148-SILICA-I-LH ,hombre,sudaderas,9,S-M-L-XL-XXL-,NULL,temporada,49-99 €,NULL,NULL,NULL,NULL,NULL,NULL,-Lavar a maquina max 30°c-No usar lejia-Plancha max 110°c-No limpiar en seco-No se puede usar secadora,MANGO
